season,week,game_type,team,gsis_id,player_name,position,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified,severity_score,games_missed,created_at
2023,1,REG,WAS,00-0035659,Terry McLaurin,WR,,,,Toe,,Full Participation in Practice,2023-09-08,0,0,2025-10-05T19:30:59.527153
2023,1,REG,WAS,00-0036625,Benjamin St-Juste,CB,,,,Ankle,,Full Participation in Practice,2023-09-08,0,0,2025-10-05T19:30:59.527153
2023,1,REG,WAS,00-0036351,James Smith-Williams,DE,Oblique,,Questionable,Oblique,,Limited Participation in Practice,2023-09-08,1,0,2025-10-05T19:30:59.527153
2023,1,REG,WAS,00-0036321,Chase Young,DE,Neck,,Questionable,Neck,,Limited Participation in Practice,2023-09-08,1,0,2025-10-05T19:30:59.527153
2023,2,REG,ARI,00-0033553,James Conner,RB,,,,Calf,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,ARI,00-0035636,L.J. Collier,DE,Biceps,,Out,Biceps,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,ARI,00-0034801,Josh Woods,LB,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,ARI,00-0033890,Budda Baker,S,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,ARI,00-0029316,Kelvin Beachum,T,Hand,,Questionable,Hand,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,ARI,00-0036371,Leki Fotu,DT,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,ATL,00-0026190,Calais Campbell,DE,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-13,0,0,2025-10-05T19:30:59.527153
2023,2,REG,ATL,00-0033858,Jonnu Smith,TE,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-13,0,0,2025-10-05T19:30:59.527153
2023,2,REG,ATL,00-0030578,Cordarrelle Patterson,RB,,,,Thigh,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,ATL,00-0037810,Troy Andersen,LB,Concussion,,Out,Concussion,,Limited Participation in Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,ATL,00-0036274,Jeff Okudah,CB,Foot,,Questionable,Foot,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,BAL,00-0036369,John Simpson,G,,,,Not injury related - personal matter,,Did Not Participate In Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,BAL,00-0033281,Marlon Humphrey,CB,Foot,,Out,Foot,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,BAL,00-0037825,Tyler Linderbaum,C,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,BAL,00-0032965,Ronnie Stanley,T,Knee,,Out,Knee,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,BAL,00-0033894,Marcus Williams,S,Pectoral,,Out,Pectoral,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,BAL,00-0034753,Mark Andrews,TE,Quadricep,,Questionable,Quadricep,,Full Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,BUF,00-0031936,Mitch Morse,C,,,,Finger,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CAR,00-0036944,Jaycee Horn,CB,,,,Hamstring,,Did Not Participate In Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CAR,00-0033284,Taylor Moton,T,,,,Biceps,,Full Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CAR,00-0034777,D.J. Chark,WR,Hamstring,,Questionable,Hamstring,,Full Participation in Practice,2023-09-16,1,0,2025-10-05T19:30:59.527153
2023,2,REG,CHI,00-0038111,Kyler Gordon,CB,,,,Hand,,Did Not Participate In Practice,2023-09-13,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CHI,00-0024243,Marcedes Lewis,TE,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-14,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CHI,00-0033765,Dylan Cole,LB,,,,Hamstring,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CHI,00-0035649,Nate Davis,G,Not injury related - personal matter,,Doubtful,,,"
    ",2023-09-16,2,0,2025-10-05T19:30:59.527153
2023,2,REG,CHI,00-0037129,Josh Blackwell,CB,Hamstring,,Doubtful,Hamstring,,Did Not Participate In Practice,2023-09-15,2,0,2025-10-05T19:30:59.527153
2023,2,REG,CIN,00-0036442,Joe Burrow,QB,,,,Calf,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CIN,00-0037743,Dax Hill,S,,,,Hand,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CIN,00-0036850,Cam Sample,DE,,,,Ankle,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CIN,00-0036294,Logan Wilson,LB,,,,Ankle,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CIN,00-0033548,Chidobe Awuzie,CB,,,,Not injury related - resting player,,Limited Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CIN,00-0036314,Markus Bailey,LB,Knee,,Questionable,Knee,,Did Not Participate In Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,CIN,00-0036857,Chris Evans,RB,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,CIN,00-0036902,Joseph Ossai,DE,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,CLE,00-0031426,Joel Bitonio,G,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CLE,00-0033868,Myles Garrett,DE,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CLE,00-0031270,Shelby Harris,DT,,,,Achilles,,Full Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CLE,00-0034746,Maurice Hurst,DT,,,,Hamstring,,Full Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CLE,00-0039014,Dawand Jones,T,,,,Wrist,,Full Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CLE,00-0033570,Anthony Walker,LB,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CLE,00-0036267,Jedrick Wills,T,,,,Foot,,Full Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,CLE,00-0038561,Siaki Ika,DT,Foot,,Questionable,Foot,,Did Not Participate In Practice,2023-09-16,1,0,2025-10-05T19:30:59.527153
2023,2,REG,CLE,00-0031544,Amari Cooper,WR,Groin,,Questionable,Not injury related - resting player,Groin,Limited Participation in Practice,2023-09-16,1,0,2025-10-05T19:30:59.527153
2023,2,REG,CLE,00-0035625,Juan Thornhill,S,Calf,,Questionable,Calf,,Limited Participation in Practice,2023-09-16,1,0,2025-10-05T19:30:59.527153
2023,2,REG,DAL,00-0037665,Sam Williams,DE,,,,Not injury related - personal matter,,Did Not Participate In Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,DAL,00-0027947,Tyron Smith,T,,,,Ankle,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,DAL,00-0037243,Tyler Smith,T,Hamstring,,Doubtful,Hamstring,,Did Not Participate In Practice,2023-09-15,2,0,2025-10-05T19:30:59.527153
2023,2,REG,DAL,00-0035301,Donovan Wilson,S,Calf,,Doubtful,Calf,,Limited Participation in Practice,2023-09-15,2,0,2025-10-05T19:30:59.527153
2023,2,REG,DAL,00-0031236,Brandin Cooks,WR,Knee,,Questionable,Knee,,Did Not Participate In Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,DAL,00-0031402,Zack Martin,G,Groin,,Questionable,Groin,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,DEN,00-0036407,Jerry Jeudy,WR,,,,Hamstring,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,DEN,00-0033297,D.J. Jones,DT,,,,Knee,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,DEN,00-0038552,Riley Moss,CB,,,,Abdomen,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,DEN,00-0032210,Frank Clark,LB,Hip,,Out,Hip,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,DEN,00-0037252,Greg Dulcich,TE,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,DET,00-0034345,Frank Ragnow,C,,,,Toe,Not injury related - resting p,Did Not Participate In Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,DET,00-0036124,Khalil Dorsey,CB,Illness,,Out,Illness,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,DET,00-0034096,Emmanuel Moseley,CB,Knee,Hamstring,Out,Knee,Hamstring,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,DET,00-0038096,Josh Paschal,DE,Knee,,Out,Knee,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,DET,00-0032381,Taylor Decker,T,Ankle,,Doubtful,Ankle,,Did Not Participate In Practice,2023-09-15,2,0,2025-10-05T19:30:59.527153
2023,2,REG,GB,00-0037816,Romeo Doubs,WR,,,,Hamstring,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,GB,00-0035526,Elgton Jenkins,G,,,,Knee,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,GB,00-0038411,Anthony Johnson,S,,,,Knee,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,GB,00-0037547,Daniel Whelan,P,,,,Finger,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,GB,00-0034967,Rashan Gary,LB,,,,Knee,,Limited Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,GB,00-0030074,David Bakhtiari,T,Not injury related - resting player,Knee,Questionable,Not injury related - resting player,Knee,Did Not Participate In Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,GB,00-0033293,Aaron Jones,RB,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,GB,00-0037074,Quay Walker,LB,Concussion,,Questionable,Concussion,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,GB,00-0038124,Christian Watson,WR,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,HOU,00-0035995,Grayland Arnold,S,,,,Hamstring,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,HOU,00-0035276,Blake Cashman,LB,,,,Hamstring,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,HOU,00-0032466,George Fant,T,,,,Shoulder,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,HOU,00-0037614,John Metchie,WR,,,,Hamstring,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,HOU,00-0033854,Dare Ogunbowale,RB,,,,Hamstring,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,HOU,00-0032103,Denzel Perryman,LB,,,,Ankle,Wrist,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,HOU,00-0034383,Dalton Schultz,TE,,,,Thigh,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,HOU,00-0030431,Robert Woods,WR,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,HOU,00-0037246,Jalen Pitre,S,Chest,,Out,Chest,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,HOU,00-0031298,Jimmie Ward,S,Hip,,Out,Hip,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,HOU,00-0032380,Laremy Tunsil,T,Knee,,Questionable,Knee,,Did Not Participate In Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,HOU,00-0031740,Neville Hewitt,LB,Illness,,Questionable,Illness,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,HOU,00-0039163,C.J. Stroud,QB,right Shoulder,,Questionable,right Shoulder,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,IND,00-0033269,Rigoberto Sanchez,P,,,,Illness,,Did Not Participate In Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,IND,00-0036251,Zack Moss,RB,,,,Forearm,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,IND,00-0034836,Braden Smith,T,,,,Knee,Ankle,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,IND,00-0036876,Kylen Granson,TE,Hamstring,,Questionable,,,"
    ",2023-09-16,1,0,2025-10-05T19:30:59.527153
2023,9,REG,HOU,00-0036363,Josh Jones,G,,,,Hand,,Full Participation in Practice,2023-11-03,0,0,2025-10-05T19:30:59.975266
2023,2,REG,IND,00-0037292,Andrew Ogletree,TE,Concussion,,Questionable,Concussion,,Full Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,IND,00-0034342,Quenton Nelson,G,Toe,,Questionable,Toe,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,JAX,00-0038596,Antonio Johnson,S,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,JAX,00-0037296,Gregory Junior,CB,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,JAX,00-0037814,Luke Fortner,C,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,JAX,00-0038940,Tyler Lacy,DE,Hip,,Questionable,Hip,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,JAX,00-0032053,Brandon Scherff,G,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,KC,00-0036621,Nick Bolton,LB,,,,Not injury related - personal matter,,Did Not Participate In Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,KC,00-0034286,Richie James,WR,,,,Knee,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,KC,00-0038986,Nic Jones,CB,,,,Hand,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,KC,00-0036913,Kadarius Toney,WR,,,,Knee,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,KC,00-0035890,Tershawn Wharton,DT,,,,Knee,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,KC,00-0032762,Chris Jones,DT,,,,Not injury related - resting player,,Limited Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,KC,00-0036374,L'Jarius Sneed,CB,,,,Knee,,Limited Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,KC,00-0036360,Clyde Edwards-Helaire,RB,Illness,,Questionable,Illness,,Did Not Participate In Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,KC,00-0030506,Travis Kelce,TE,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,LA,00-0031388,Aaron Donald,DT,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,LA,00-0034803,Joseph Noteboom,T,,,,Ankle,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,LA,00-0033783,Ahkello Witherspoon,CB,,,,Hip,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,LA,00-0039060,Jason Taylor,S,,,,Groin,,Limited Participation in Practice,2023-09-14,0,0,2025-10-05T19:30:59.527153
2023,2,REG,LA,00-0036994,Ernest Jones,LB,Illness,,Questionable,Illness,,Did Not Participate In Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,LA,00-0039075,Puka Nacua,WR,Oblique,,Questionable,Oblique,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,LA,00-0034114,Coleman Shelton,C,Toe,,Questionable,Toe,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,LA,00-0037844,Russ Yeast,S,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,LAC,00-0033699,Austin Ekeler,RB,Ankle,,Doubtful,Ankle,,Did Not Participate In Practice,2023-09-15,2,0,2025-10-05T19:30:59.527153
2023,2,REG,LAC,00-0031554,Eric Kendricks,LB,Hamstring,Not injury related - personal matter,Doubtful,Hamstring,Not injury related - personal ,Did Not Participate In Practice,2023-09-15,2,0,2025-10-05T19:30:59.527153
2023,2,REG,LAC,00-0038553,Daiyan Henley,LB,Hamstring,,Doubtful,Hamstring,,Limited Participation in Practice,2023-09-15,2,0,2025-10-05T19:30:59.527153
2023,2,REG,LAC,00-0036867,Chris Rumph,DE,Hamstring,,Doubtful,Hamstring,,Limited Participation in Practice,2023-09-15,2,0,2025-10-05T19:30:59.527153
2023,2,REG,LAC,00-0033156,Joey Bosa,DE,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,LV,00-0031381,Davante Adams,WR,,,,Foot,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,LV,00-0031763,DeAndre Carter,WR,,,,Knee,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,LV,00-0033290,Jermaine Eluemunor,T,,,,Ankle,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,LV,00-0031345,Jimmy Garoppolo,QB,,,,Ankle,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,LV,00-0036604,Jordan Meredith,G,,,,Calf,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,LV,00-0036962,Trevon Moehrig,S,,,,Thumb,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,LV,00-0029585,Chandler Jones,DE,Not injury related - personal matter,,Out,Not injury related - personal matter,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,LV,00-0034960,Jakobi Meyers,WR,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,MIA,00-0039040,Devon Achane,RB,,,,Shoulder,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,MIA,00-0033050,Xavien Howard,CB,,,,Thumb,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,MIA,00-0036221,Brandon Jones,S,,,,Knee,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,MIA,00-0031687,Raheem Mostert,RB,,,,Knee,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,MIA,00-0036613,Jaylen Waddle,WR,,,,Oblique,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,MIA,00-0034352,Connor Williams,C,,,,Knee,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,MIA,00-0036935,Kelvin Joseph,CB,Not injury related - personal matter,,Out,,,"
    ",2023-09-16,3,0,2025-10-05T19:30:59.527153
2023,2,REG,MIA,00-0030067,Terron Armstead,T,"back, ankle, knee",,Questionable,"back, ankle, knee",,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,MIA,00-0034248,Elijah Campbell,S,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,MIA,00-0038720,Julian Hill,TE,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,MIA,00-0036934,Jaelan Phillips,LB,Back,,Questionable,Back,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,MIN,00-0035588,Garrett Bradbury,C,Back,,Out,Back,,Did Not Participate In Practice,2023-09-13,3,0,2025-10-05T19:30:59.527153
2023,2,REG,MIN,00-0036616,Christian Darrisaw,T,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-13,1,0,2025-10-05T19:30:59.527153
2023,2,REG,MIN,00-0034344,Marcus Davenport,DE,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-13,1,0,2025-10-05T19:30:59.527153
2023,2,REG,NE,00-0031852,David Andrews,C,,,,Hamstring,,Limited Participation in Practice,2023-09-14,0,0,2025-10-05T19:30:59.527153
2023,2,REG,NE,00-0038608,Kayshon Boutte,WR,,,,Hamstring,,Limited Participation in Practice,2023-09-14,0,0,2025-10-05T19:30:59.527153
2023,2,REG,NE,00-0032071,Trenton Brown,T,Concussion,,Questionable,Concussion,,Did Not Participate In Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,NE,00-0032580,Jonathan Jones,CB,Ankle,,Questionable,Ankle,,Did Not Participate In Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,NE,00-0038569,Sidy Sow,T,Concussion,,Questionable,Concussion,,Did Not Participate In Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,NE,00-0036198,Michael Onwenu,G,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,NE,00-0031547,DeVante Parker,WR,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,NE,00-0038103,Cole Strange,G,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,NO,00-0027696,Jimmy Graham,TE,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,NO,00-0036040,Juwan Johnson,TE,,,,Calf,,Full Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,NO,00-0033888,Ryan Ramczyk,T,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,NO,00-0034116,J.T. Gray,S,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-09-16,1,0,2025-10-05T19:30:59.527153
2023,2,REG,NO,00-0038551,Kendre Miller,RB,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-16,1,0,2025-10-05T19:30:59.527153
2023,2,REG,NYG,00-0039000,Deonte Banks,CB,,,,Calf,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,NYG,00-0036400,Cam Brown,LB,,,,Ankle,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,NYG,00-0037758,Cordale Flott,CB,,,,Hamstring,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,NYG,00-0026858,Graham Gano,K,,,,right Ankle,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,NYG,00-0038413,Gervarrius Owens,S,,,,Hamstring,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,NYG,00-0036392,Matt Peart,T,,,,Elbow,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,NYG,00-0032385,Sterling Shepard,WR,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,NYG,00-0031610,Darren Waller,TE,,,,Hamstring,,Limited Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,NYG,00-0036552,Azeez Ojulari,DE,Hamstring,,Doubtful,Hamstring,,Limited Participation in Practice,2023-09-15,2,0,2025-10-05T19:30:59.527153
2023,2,REG,NYG,00-0038117,Wan'Dale Robinson,WR,Knee,,Doubtful,Knee,,Limited Participation in Practice,2023-09-15,2,0,2025-10-05T19:30:59.527153
2023,2,REG,NYG,00-0036386,Andrew Thomas,T,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,NYJ,00-0029621,Greg Zuerlein,K,right Groin,,Questionable,right Groin,,Did Not Participate In Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,NYJ,00-0036284,Mekhi Becton,T,Knee,,Questionable,Knee,,Full Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,NYJ,00-0026166,Duane Brown,T,Shoulder,,Questionable,Shoulder,,Full Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,NYJ,00-0038120,Breece Hall,RB,Knee,,Questionable,Knee,,Full Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,PHI,00-0037615,Nakobe Dean,LB,,,,Foot,,Did Not Participate In Practice,2023-09-11,0,0,2025-10-05T19:30:59.527153
2023,2,REG,PHI,00-0037130,Reed Blankenship,S,Ribs,,Out,Ribs,,Did Not Participate In Practice,2023-09-13,3,0,2025-10-05T19:30:59.527153
2023,2,REG,PHI,00-0032890,James Bradberry,CB,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-09-13,3,0,2025-10-05T19:30:59.527153
